org:resource,lifecycle:transition,time:timestamp,concept:name,case:concept:name
NONE,complete,2014-01-05 00:01:24.772000+00:00,Finish Low Risk Receiver Processing,trace_13
NONE,complete,2014-01-05 01:01:24.772000+00:00,Finish Receiver Processing,trace_13
NONE,complete,2014-01-05 02:01:24.772000+00:00,Start Transfer Transaction,trace_13
NONE,complete,2014-01-05 03:01:24.772000+00:00,Start Internal Transfer,trace_13
NONE,complete,2014-01-05 04:01:24.772000+00:00,Check Internal Transfer,trace_13
NONE,complete,2014-01-05 05:01:24.772000+00:00,Register Internal Transfer,trace_13
NONE,complete,2014-01-05 06:01:24.772000+00:00,Finish Internal Transfer,trace_13
NONE,complete,2014-01-05 07:01:24.772000+00:00,Finish Transfer Transaction,trace_13
NONE,complete,2014-01-05 08:01:24.772000+00:00,Start Closing,trace_13
NONE,complete,2014-01-05 09:01:24.772000+00:00,Start Receipt Processing,trace_13
NONE,complete,2014-01-05 10:01:24.772000+00:00,Notify Authority Transfer Closing,trace_13
NONE,complete,2014-01-05 11:01:24.772000+00:00,Register Transfer Closing,trace_13
NONE,complete,2014-01-05 12:01:24.772000+00:00,Paper Receipt,trace_13
NONE,complete,2014-01-05 13:01:24.772000+00:00,Generate Paper Receipt,trace_13
NONE,complete,2014-01-05 14:01:24.772000+00:00,Finish Receipt Processing,trace_13
NONE,complete,2014-01-05 15:01:24.772000+00:00,Finish Closing,trace_13
NONE,complete,2014-01-05 16:01:24.772000+00:00,Finish Transaction,trace_13
NONE,complete,2014-01-05 17:01:24.772000+00:00,Start Transaction,trace_14
NONE,complete,2014-01-05 18:01:24.772000+00:00,Start Transaction Request Registration,trace_14
NONE,complete,2014-01-05 19:01:24.772000+00:00,Register Request Sender,trace_14
NONE,complete,2014-01-05 20:01:24.772000+00:00,Register Request Details,trace_14
NONE,complete,2014-01-05 21:01:24.772000+00:00,Register Request Receiver,trace_14
NONE,complete,2014-01-05 22:01:24.772000+00:00,Finish Transaction Request Registration,trace_14
NONE,complete,2014-01-05 23:01:24.772000+00:00,Start Sender Authentification,trace_14
NONE,complete,2014-01-06 00:01:24.772000+00:00,Check Sender Bank ID,trace_14
NONE,complete,2014-01-06 01:01:24.772000+00:00,Register Old Client,trace_14
NONE,complete,2014-01-06 02:01:24.772000+00:00,Finish Sender Authentification,trace_14
NONE,complete,2014-01-06 03:01:24.772000+00:00,SPV,trace_14
NONE,complete,2014-01-06 04:01:24.772000+00:00,Start Account Payment Processing,trace_14
NONE,complete,2014-01-06 05:01:24.772000+00:00,Request Account Payment,trace_14
NONE,complete,2014-01-06 06:01:24.772000+00:00,Check Account Payment Request,trace_14
NONE,complete,2014-01-06 07:01:24.772000+00:00,Start Account Verification,trace_14
NONE,complete,2014-01-06 08:01:24.772000+00:00,Accept Request Account Payment,trace_14
NONE,complete,2014-01-06 09:01:24.772000+00:00,Authorities Account Verification,trace_14
NONE,complete,2014-01-06 10:01:24.772000+00:00,Bank Account Verification,trace_14
NONE,complete,2014-01-06 11:01:24.772000+00:00,Finish Account Verification,trace_14
NONE,complete,2014-01-06 12:01:24.772000+00:00,Process and Block Account Payment,trace_14
NONE,complete,2014-01-06 13:01:24.772000+00:00,ECPR,trace_14
NONE,complete,2014-01-06 14:01:24.772000+00:00,Communicate Account Payment Authorities,trace_14
NONE,complete,2014-01-06 15:01:24.772000+00:00,Register and Close Account Payment,trace_14
NONE,complete,2014-01-06 16:01:24.772000+00:00,Finish Account Payment Processing,trace_14
NONE,complete,2014-01-06 17:01:24.772000+00:00,Finish Payment Processing,trace_14
NONE,complete,2014-01-06 18:01:24.772000+00:00,Start Receiver Processing,trace_14
NONE,complete,2014-01-06 19:01:24.772000+00:00,Start Receiver Pre Profiling,trace_14
NONE,complete,2014-01-06 20:01:24.772000+00:00,Receiver External Profiling Checking,trace_14
NONE,complete,2014-01-06 21:01:24.772000+00:00,Receiver Inter-Bank Profiling Checking,trace_14
NONE,complete,2014-01-06 22:01:24.772000+00:00,Receiver Bank Profiling Checking,trace_14
NONE,complete,2014-01-06 23:01:24.772000+00:00,Finish Receiver Pre Profiling,trace_14
NONE,complete,2014-01-07 00:01:24.772000+00:00,Evaluate Pre Profiling,trace_14
NONE,complete,2014-01-07 01:01:24.772000+00:00,Start Low Risk Receiver Processing,trace_14
NONE,complete,2014-01-07 02:01:24.772000+00:00,Low Risk Internal Receiver Verification,trace_14
NONE,complete,2014-01-07 03:01:24.772000+00:00,Low Risk External Receiver Verification,trace_14
NONE,complete,2014-01-07 04:01:24.772000+00:00,Low Risk Receiver Register,trace_14
NONE,complete,2014-01-07 05:01:24.772000+00:00,Finish Low Risk Receiver Processing,trace_14
NONE,complete,2014-01-07 06:01:24.772000+00:00,Finish Receiver Processing,trace_14
NONE,complete,2014-01-07 07:01:24.772000+00:00,Start Transfer Transaction,trace_14
NONE,complete,2014-01-07 08:01:24.772000+00:00,Start Internal Transfer,trace_14
NONE,complete,2014-01-07 09:01:24.772000+00:00,Check Internal Transfer,trace_14
NONE,complete,2014-01-07 10:01:24.772000+00:00,Register Internal Transfer,trace_14
NONE,complete,2014-01-07 11:01:24.772000+00:00,Finish Internal Transfer,trace_14
NONE,complete,2014-01-07 12:01:24.772000+00:00,Finish Transfer Transaction,trace_14
NONE,complete,2014-01-07 13:01:24.772000+00:00,Start Closing,trace_14
NONE,complete,2014-01-07 14:01:24.772000+00:00,Notify Authority Transfer Closing,trace_14
NONE,complete,2014-01-07 15:01:24.772000+00:00,Register Transfer Closing,trace_14
NONE,complete,2014-01-07 16:01:24.772000+00:00,Start Receipt Processing,trace_14
NONE,complete,2014-01-07 17:01:24.772000+00:00,Electronic Receipt,trace_14
NONE,complete,2014-01-07 18:01:24.772000+00:00,Electronic  Sending Receipt,trace_14
NONE,complete,2014-01-07 19:01:24.772000+00:00,Finish Receipt Processing,trace_14
NONE,complete,2014-01-07 20:01:24.772000+00:00,Finish Closing,trace_14
NONE,complete,2014-01-07 21:01:24.772000+00:00,Finish Transaction,trace_14
NONE,complete,2014-01-07 22:01:24.772000+00:00,Start Transaction,trace_15
NONE,complete,2014-01-07 23:01:24.772000+00:00,Start Transaction Request Registration,trace_15
NONE,complete,2014-01-08 00:01:24.772000+00:00,Register Request Details,trace_15
NONE,complete,2014-01-08 01:01:24.772000+00:00,Register Request Receiver,trace_15
NONE,complete,2014-01-08 02:01:24.772000+00:00,Register Request Sender,trace_15
NONE,complete,2014-01-08 03:01:24.772000+00:00,Finish Transaction Request Registration,trace_15
NONE,complete,2014-01-08 04:01:24.772000+00:00,Start Sender Authentification,trace_15
NONE,complete,2014-01-08 05:01:24.772000+00:00,Check Sender Bank ID,trace_15
NONE,complete,2014-01-08 06:01:24.772000+00:00,Register Old Client,trace_15
NONE,complete,2014-01-08 07:01:24.772000+00:00,Finish Sender Authentification,trace_15
NONE,complete,2014-01-08 08:01:24.772000+00:00,SPV,trace_15
NONE,complete,2014-01-08 09:01:24.772000+00:00,Start Account Payment Processing,trace_15
NONE,complete,2014-01-08 10:01:24.772000+00:00,Request Account Payment,trace_15
NONE,complete,2014-01-08 11:01:24.772000+00:00,Check Account Payment Request,trace_15
NONE,complete,2014-01-08 12:01:24.772000+00:00,Accept Request Account Payment,trace_15
NONE,complete,2014-01-08 13:01:24.772000+00:00,Start Account Verification,trace_15
NONE,complete,2014-01-08 14:01:24.772000+00:00,Bank Account Verification,trace_15
NONE,complete,2014-01-08 15:01:24.772000+00:00,Authorities Account Verification,trace_15
NONE,complete,2014-01-08 16:01:24.772000+00:00,Finish Account Verification,trace_15
NONE,complete,2014-01-08 17:01:24.772000+00:00,Process and Block Account Payment,trace_15
NONE,complete,2014-01-08 18:01:24.772000+00:00,ECPR,trace_15
NONE,complete,2014-01-08 19:01:24.772000+00:00,Communicate Account Payment Authorities,trace_15
NONE,complete,2014-01-08 20:01:24.772000+00:00,Register and Close Account Payment,trace_15
NONE,complete,2014-01-08 21:01:24.772000+00:00,Finish Account Payment Processing,trace_15
NONE,complete,2014-01-08 22:01:24.772000+00:00,Finish Payment Processing,trace_15
NONE,complete,2014-01-08 23:01:24.772000+00:00,Start Receiver Processing,trace_15
NONE,complete,2014-01-09 00:01:24.772000+00:00,Start Receiver Pre Profiling,trace_15
NONE,complete,2014-01-09 01:01:24.772000+00:00,Receiver Bank Profiling Checking,trace_15
NONE,complete,2014-01-09 02:01:24.772000+00:00,Receiver External Profiling Checking,trace_15
NONE,complete,2014-01-09 03:01:24.772000+00:00,Receiver Inter-Bank Profiling Checking,trace_15
NONE,complete,2014-01-09 04:01:24.772000+00:00,Finish Receiver Pre Profiling,trace_15
NONE,complete,2014-01-09 05:01:24.772000+00:00,Request Extra Pre Profiling,trace_15
NONE,complete,2014-01-09 06:01:24.772000+00:00,Start Receiver Pre Profiling,trace_15
NONE,complete,2014-01-09 07:01:24.772000+00:00,Receiver External Profiling Checking,trace_15
NONE,complete,2014-01-09 08:01:24.772000+00:00,Receiver Inter-Bank Profiling Checking,trace_15
NONE,complete,2014-01-09 09:01:24.772000+00:00,Receiver Bank Profiling Checking,trace_15
NONE,complete,2014-01-09 10:01:24.772000+00:00,Finish Receiver Pre Profiling,trace_15
NONE,complete,2014-01-09 11:01:24.772000+00:00,Evaluate Pre Profiling,trace_15
NONE,complete,2014-01-09 12:01:24.772000+00:00,Start Low Risk Receiver Processing,trace_15
NONE,complete,2014-01-09 13:01:24.772000+00:00,Low Risk Internal Receiver Verification,trace_15
NONE,complete,2014-01-09 14:01:24.772000+00:00,Low Risk External Receiver Verification,trace_15
NONE,complete,2014-01-09 15:01:24.772000+00:00,Low Risk Receiver Register,trace_15
NONE,complete,2014-01-09 16:01:24.772000+00:00,Finish Low Risk Receiver Processing,trace_15
NONE,complete,2014-01-09 17:01:24.772000+00:00,Finish Receiver Processing,trace_15
NONE,complete,2014-01-09 18:01:24.772000+00:00,Start Transfer Transaction,trace_15
NONE,complete,2014-01-09 19:01:24.772000+00:00,Start Internal Transfer,trace_15
NONE,complete,2014-01-09 20:01:24.772000+00:00,Check Internal Transfer,trace_15
NONE,complete,2014-01-09 21:01:24.772000+00:00,Register Internal Transfer,trace_15
NONE,complete,2014-01-09 22:01:24.772000+00:00,Finish Internal Transfer,trace_15
NONE,complete,2014-01-09 23:01:24.772000+00:00,Finish Transfer Transaction,trace_15
NONE,complete,2014-01-10 00:01:24.772000+00:00,Start Closing,trace_15
NONE,complete,2014-01-10 01:01:24.772000+00:00,Notify Authority Transfer Closing,trace_15
NONE,complete,2014-01-10 02:01:24.772000+00:00,Register Transfer Closing,trace_15
NONE,complete,2014-01-10 03:01:24.772000+00:00,Report and Annotate Transfer Closing,trace_15
NONE,complete,2014-01-10 04:01:24.772000+00:00,Start Receipt Processing,trace_15
NONE,complete,2014-01-10 05:01:24.772000+00:00,Paper Receipt,trace_15
NONE,complete,2014-01-10 06:01:24.772000+00:00,Generate Paper Receipt,trace_15
NONE,complete,2014-01-10 07:01:24.772000+00:00,Finish Receipt Processing,trace_15
NONE,complete,2014-01-10 08:01:24.772000+00:00,Finish Closing,trace_15
NONE,complete,2014-01-10 09:01:24.772000+00:00,Finish Transaction,trace_15
NONE,complete,2014-01-10 10:01:24.772000+00:00,Start Transaction,trace_16
NONE,complete,2014-01-10 11:01:24.772000+00:00,Start Transaction Request Registration,trace_16
NONE,complete,2014-01-10 12:01:24.772000+00:00,Register Request Receiver,trace_16
NONE,complete,2014-01-10 13:01:24.772000+00:00,Register Request Details,trace_16
NONE,complete,2014-01-10 14:01:24.772000+00:00,Register Request Sender,trace_16
NONE,complete,2014-01-10 15:01:24.772000+00:00,Finish Transaction Request Registration,trace_16
NONE,complete,2014-01-10 16:01:24.772000+00:00,Start Sender Authentification,trace_16
NONE,complete,2014-01-10 17:01:24.772000+00:00,Check Sender Personal ID,trace_16
NONE,complete,2014-01-10 18:01:24.772000+00:00,Start Check Unknown Client,trace_16
NONE,complete,2014-01-10 19:01:24.772000+00:00,Notify Sender to Authority,trace_16
NONE,complete,2014-01-10 20:01:24.772000+00:00,High Check Sender Profile,trace_16
NONE,complete,2014-01-10 21:01:24.772000+00:00,High Check Sender Historial,trace_16
NONE,complete,2014-01-10 22:01:24.772000+00:00,Finish Check Unknown Client,trace_16
NONE,complete,2014-01-10 23:01:24.772000+00:00,Register New Client,trace_16
NONE,complete,2014-01-11 00:01:24.772000+00:00,Finish Sender Authentification,trace_16
NONE,complete,2014-01-11 01:01:24.772000+00:00,SPV,trace_16
NONE,complete,2014-01-11 02:01:24.772000+00:00,Start Cash Payment Processing,trace_16
NONE,complete,2014-01-11 03:01:24.772000+00:00,Collect Cash,trace_16
NONE,complete,2014-01-11 04:01:24.772000+00:00,Autenticate Cash,trace_16
NONE,complete,2014-01-11 05:01:24.772000+00:00,Check Authority Serial Numbers,trace_16
NONE,complete,2014-01-11 06:01:24.772000+00:00,Check Bank Serial Numbers,trace_16
NONE,complete,2014-01-11 07:01:24.772000+00:00,Check Inter-Bank Serial Numbers,trace_16
NONE,complete,2014-01-11 08:01:24.772000+00:00,Count and Pack Cash,trace_16
NONE,complete,2014-01-11 09:01:24.772000+00:00,Communicate Cash Receipt Authorities,trace_16
NONE,complete,2014-01-11 10:01:24.772000+00:00,Emit Cash Received Receipt,trace_16
NONE,complete,2014-01-11 11:01:24.772000+00:00,Register and Close Cash Payment,trace_16
NONE,complete,2014-01-11 12:01:24.772000+00:00,Finish Cash Payment Processing,trace_16
NONE,complete,2014-01-11 13:01:24.772000+00:00,Finish Payment Processing,trace_16
NONE,complete,2014-01-11 14:01:24.772000+00:00,Start Receiver Processing,trace_16
NONE,complete,2014-01-11 15:01:24.772000+00:00,Start Receiver Pre Profiling,trace_16
NONE,complete,2014-01-11 16:01:24.772000+00:00,Receiver Bank Profiling Checking,trace_16
NONE,complete,2014-01-11 17:01:24.772000+00:00,Receiver External Profiling Checking,trace_16
NONE,complete,2014-01-11 18:01:24.772000+00:00,Receiver Inter-Bank Profiling Checking,trace_16
NONE,complete,2014-01-11 19:01:24.772000+00:00,Finish Receiver Pre Profiling,trace_16
NONE,complete,2014-01-11 20:01:24.772000+00:00,Evaluate Pre Profiling,trace_16
NONE,complete,2014-01-11 21:01:24.772000+00:00,Start High Risk Receiver Processing,trace_16
NONE,complete,2014-01-11 22:01:24.772000+00:00,Start High Risk Receiver Profile Check,trace_16
NONE,complete,2014-01-11 23:01:24.772000+00:00,Automatic High Risk Receiver Profile Check,trace_16
NONE,complete,2014-01-12 00:01:24.772000+00:00,High Risk Historial Analysis,trace_16
NONE,complete,2014-01-12 01:01:24.772000+00:00,Finish High Risk Receiver Profile Check,trace_16
NONE,complete,2014-01-12 02:01:24.772000+00:00,High Risk Receiver Authority Notification,trace_16
NONE,complete,2014-01-12 03:01:24.772000+00:00,High Risk Receiver Register,trace_16
NONE,complete,2014-01-12 04:01:24.772000+00:00,Finish High Risk Receiver Processing,trace_16
NONE,complete,2014-01-12 05:01:24.772000+00:00,Finish Receiver Processing,trace_16
NONE,complete,2014-01-12 06:01:24.772000+00:00,Start Transfer Transaction,trace_16
NONE,complete,2014-01-12 07:01:24.772000+00:00,Start Internal Transfer,trace_16
NONE,complete,2014-01-12 08:01:24.772000+00:00,Check Internal Transfer,trace_16
NONE,complete,2014-01-12 09:01:24.772000+00:00,Register Internal Transfer,trace_16
NONE,complete,2014-01-12 10:01:24.772000+00:00,Finish Internal Transfer,trace_16
NONE,complete,2014-01-12 11:01:24.772000+00:00,Finish Transfer Transaction,trace_16
NONE,complete,2014-01-12 12:01:24.772000+00:00,Start Closing,trace_16
NONE,complete,2014-01-12 13:01:24.772000+00:00,Register Transfer Closing,trace_16
NONE,complete,2014-01-12 14:01:24.772000+00:00,Start Receipt Processing,trace_16
NONE,complete,2014-01-12 15:01:24.772000+00:00,Notify Authority Transfer Closing,trace_16
NONE,complete,2014-01-12 16:01:24.772000+00:00,Paper Receipt,trace_16
NONE,complete,2014-01-12 17:01:24.772000+00:00,Generate Paper Receipt,trace_16
NONE,complete,2014-01-12 18:01:24.772000+00:00,Finish Receipt Processing,trace_16
NONE,complete,2014-01-12 19:01:24.772000+00:00,Finish Closing,trace_16
NONE,complete,2014-01-12 20:01:24.772000+00:00,Finish Transaction,trace_16
NONE,complete,2014-01-12 21:01:24.772000+00:00,Start Transaction,trace_17
NONE,complete,2014-01-12 22:01:24.772000+00:00,Start Transaction Request Registration,trace_17
NONE,complete,2014-01-12 23:01:24.772000+00:00,Register Request Sender,trace_17
NONE,complete,2014-01-13 00:01:24.772000+00:00,Register Request Details,trace_17
NONE,complete,2014-01-13 01:01:24.772000+00:00,Register Request Receiver,trace_17
NONE,complete,2014-01-13 02:01:24.772000+00:00,Finish Transaction Request Registration,trace_17
NONE,complete,2014-01-13 03:01:24.772000+00:00,Start Sender Authentification,trace_17
NONE,complete,2014-01-13 04:01:24.772000+00:00,Check Sender Bank ID,trace_17
NONE,complete,2014-01-13 05:01:24.772000+00:00,Register Old Client,trace_17
NONE,complete,2014-01-13 06:01:24.772000+00:00,Finish Sender Authentification,trace_17
NONE,complete,2014-01-13 07:01:24.772000+00:00,SPV,trace_17
NONE,complete,2014-01-13 08:01:24.772000+00:00,Start Cheque Payment Processing,trace_17
NONE,complete,2014-01-13 09:01:24.772000+00:00,Manual Cheque Authentification,trace_17
NONE,complete,2014-01-13 10:01:24.772000+00:00,Start Cheque Checking,trace_17
NONE,complete,2014-01-13 11:01:24.772000+00:00,Check Authority Cheque Serial Numbers,trace_17
NONE,complete,2014-01-13 12:01:24.772000+00:00,Check Inter-Bank Cheque Serial Numbers,trace_17
NONE,complete,2014-01-13 13:01:24.772000+00:00,Check Bank Cheque Serial Numbers,trace_17
NONE,complete,2014-01-13 14:01:24.772000+00:00,Finish Cheque Checking,trace_17
NONE,complete,2014-01-13 15:01:24.772000+00:00,Process Cheque,trace_17
NONE,complete,2014-01-13 16:01:24.772000+00:00,Communicate Cheque Receipt Authorities,trace_17
NONE,complete,2014-01-13 17:01:24.772000+00:00,Register Cheque,trace_17
NONE,complete,2014-01-13 18:01:24.772000+00:00,Emit Cheque Received Receipt,trace_17
NONE,complete,2014-01-13 19:01:24.772000+00:00,Finish Cheque Payment Processing,trace_17
NONE,complete,2014-01-13 20:01:24.772000+00:00,Finish Payment Processing,trace_17
NONE,complete,2014-01-13 21:01:24.772000+00:00,Start Receiver Processing,trace_17
NONE,complete,2014-01-13 22:01:24.772000+00:00,Start Receiver Pre Profiling,trace_17
NONE,complete,2014-01-13 23:01:24.772000+00:00,Receiver Bank Profiling Checking,trace_17
NONE,complete,2014-01-14 00:01:24.772000+00:00,Receiver Inter-Bank Profiling Checking,trace_17
NONE,complete,2014-01-14 01:01:24.772000+00:00,Receiver External Profiling Checking,trace_17
NONE,complete,2014-01-14 02:01:24.772000+00:00,Finish Receiver Pre Profiling,trace_17
NONE,complete,2014-01-14 03:01:24.772000+00:00,Evaluate Pre Profiling,trace_17
NONE,complete,2014-01-14 04:01:24.772000+00:00,Start High Risk Receiver Processing,trace_17
NONE,complete,2014-01-14 05:01:24.772000+00:00,High Risk Historial Analysis,trace_17
NONE,complete,2014-01-14 06:01:24.772000+00:00,High Risk Receiver Authority Notification,trace_17
NONE,complete,2014-01-14 07:01:24.772000+00:00,Start High Risk Receiver Profile Check,trace_17
NONE,complete,2014-01-14 08:01:24.772000+00:00,Automatic High Risk Receiver Profile Check,trace_17
NONE,complete,2014-01-14 09:01:24.772000+00:00,Finish High Risk Receiver Profile Check,trace_17
NONE,complete,2014-01-14 10:01:24.772000+00:00,High Risk Receiver Register,trace_17
NONE,complete,2014-01-14 11:01:24.772000+00:00,Finish High Risk Receiver Processing,trace_17
NONE,complete,2014-01-14 12:01:24.772000+00:00,Finish Receiver Processing,trace_17
NONE,complete,2014-01-14 13:01:24.772000+00:00,Start Transfer Transaction,trace_17
NONE,complete,2014-01-14 14:01:24.772000+00:00,Start External Transfer,trace_17
NONE,complete,2014-01-14 15:01:24.772000+00:00,Check Destiny Disponibility,trace_17
NONE,complete,2014-01-14 16:01:24.772000+00:00,Destiny Not Disponible,trace_17
NONE,complete,2014-01-14 17:01:24.772000+00:00,Check Destiny Disponibility,trace_17
NONE,complete,2014-01-14 18:01:24.772000+00:00,Destiny Not Disponible,trace_17
NONE,complete,2014-01-14 19:01:24.772000+00:00,Check Destiny Disponibility,trace_17
NONE,complete,2014-01-14 20:01:24.772000+00:00,External Transfer,trace_17
NONE,complete,2014-01-14 21:01:24.772000+00:00,Check External Transfer,trace_17
NONE,complete,2014-01-14 22:01:24.772000+00:00,Register External Transfer,trace_17
NONE,complete,2014-01-14 23:01:24.772000+00:00,Check External Transfer,trace_17
NONE,complete,2014-01-15 00:01:24.772000+00:00,Register External Transfer,trace_17
NONE,complete,2014-01-15 01:01:24.772000+00:00,Finish External Transfer,trace_17
NONE,complete,2014-01-15 02:01:24.772000+00:00,Finish Transfer Transaction,trace_17
NONE,complete,2014-01-15 03:01:24.772000+00:00,Start Closing,trace_17
NONE,complete,2014-01-15 04:01:24.772000+00:00,Start Receipt Processing,trace_17
NONE,complete,2014-01-15 05:01:24.772000+00:00,Paper Receipt,trace_17
NONE,complete,2014-01-15 06:01:24.772000+00:00,Notify Authority Transfer Closing,trace_17
NONE,complete,2014-01-15 07:01:24.772000+00:00,Register Transfer Closing,trace_17
NONE,complete,2014-01-15 08:01:24.772000+00:00,Report and Annotate Transfer Closing,trace_17
NONE,complete,2014-01-15 09:01:24.772000+00:00,Generate Paper Receipt,trace_17
NONE,complete,2014-01-15 10:01:24.772000+00:00,Finish Receipt Processing,trace_17
NONE,complete,2014-01-15 11:01:24.772000+00:00,Finish Closing,trace_17
NONE,complete,2014-01-15 12:01:24.772000+00:00,Finish Transaction,trace_17
NONE,complete,2014-01-15 13:01:24.772000+00:00,Start Transaction,trace_18
NONE,complete,2014-01-15 14:01:24.772000+00:00,Start Transaction Request Registration,trace_18
NONE,complete,2014-01-15 15:01:24.772000+00:00,Register Request Receiver,trace_18
NONE,complete,2014-01-15 16:01:24.772000+00:00,Register Request Sender,trace_18
NONE,complete,2014-01-15 17:01:24.772000+00:00,Register Request Details,trace_18
NONE,complete,2014-01-15 18:01:24.772000+00:00,Finish Transaction Request Registration,trace_18
NONE,complete,2014-01-15 19:01:24.772000+00:00,Start Sender Authentification,trace_18
NONE,complete,2014-01-15 20:01:24.772000+00:00,Check Sender Personal ID,trace_18
NONE,complete,2014-01-15 21:01:24.772000+00:00,Start Check Unknown Client,trace_18
NONE,complete,2014-01-15 22:01:24.772000+00:00,Notify Sender to Authority,trace_18
NONE,complete,2014-01-15 23:01:24.772000+00:00,High Check Sender Historial,trace_18
NONE,complete,2014-01-16 00:01:24.772000+00:00,High Check Sender Profile,trace_18
NONE,complete,2014-01-16 01:01:24.772000+00:00,Finish Check Unknown Client,trace_18
NONE,complete,2014-01-16 02:01:24.772000+00:00,Register New Client,trace_18
NONE,complete,2014-01-16 03:01:24.772000+00:00,Finish Sender Authentification,trace_18
NONE,complete,2014-01-16 04:01:24.772000+00:00,SPV,trace_18
NONE,complete,2014-01-16 05:01:24.772000+00:00,Start Account Payment Processing,trace_18
NONE,complete,2014-01-16 06:01:24.772000+00:00,Request Account Payment,trace_18
NONE,complete,2014-01-16 07:01:24.772000+00:00,Start Account Verification,trace_18
NONE,complete,2014-01-16 08:01:24.772000+00:00,Authorities Account Verification,trace_18
NONE,complete,2014-01-16 09:01:24.772000+00:00,Bank Account Verification,trace_18
NONE,complete,2014-01-16 10:01:24.772000+00:00,Check Account Payment Request,trace_18
NONE,complete,2014-01-16 11:01:24.772000+00:00,Update Request Account Payment,trace_18
NONE,complete,2014-01-16 12:01:24.772000+00:00,Finish Account Verification,trace_18
NONE,complete,2014-01-16 13:01:24.772000+00:00,Request Account Payment,trace_18
NONE,complete,2014-01-16 14:01:24.772000+00:00,Check Account Payment Request,trace_18
NONE,complete,2014-01-16 15:01:24.772000+00:00,Accept Request Account Payment,trace_18
NONE,complete,2014-01-16 16:01:24.772000+00:00,Process and Block Account Payment,trace_18
NONE,complete,2014-01-16 17:01:24.772000+00:00,Communicate Account Payment Authorities,trace_18
NONE,complete,2014-01-16 18:01:24.772000+00:00,ECPR,trace_18
NONE,complete,2014-01-16 19:01:24.772000+00:00,Register and Close Account Payment,trace_18
NONE,complete,2014-01-16 20:01:24.772000+00:00,Finish Account Payment Processing,trace_18
NONE,complete,2014-01-16 21:01:24.772000+00:00,Finish Payment Processing,trace_18
NONE,complete,2014-01-16 22:01:24.772000+00:00,Start Receiver Processing,trace_18
NONE,complete,2014-01-16 23:01:24.772000+00:00,Start Receiver Pre Profiling,trace_18
NONE,complete,2014-01-17 00:01:24.772000+00:00,Receiver Bank Profiling Checking,trace_18
NONE,complete,2014-01-17 01:01:24.772000+00:00,Receiver Inter-Bank Profiling Checking,trace_18
NONE,complete,2014-01-17 02:01:24.772000+00:00,Receiver External Profiling Checking,trace_18
NONE,complete,2014-01-17 03:01:24.772000+00:00,Finish Receiver Pre Profiling,trace_18
NONE,complete,2014-01-17 04:01:24.772000+00:00,Evaluate Pre Profiling,trace_18
NONE,complete,2014-01-17 05:01:24.772000+00:00,Start Low Risk Receiver Processing,trace_18
NONE,complete,2014-01-17 06:01:24.772000+00:00,Low Risk Internal Receiver Verification,trace_18
NONE,complete,2014-01-17 07:01:24.772000+00:00,Low Risk External Receiver Verification,trace_18
NONE,complete,2014-01-17 08:01:24.772000+00:00,Low Risk Receiver Register,trace_18
NONE,complete,2014-01-17 09:01:24.772000+00:00,Finish Low Risk Receiver Processing,trace_18
NONE,complete,2014-01-17 10:01:24.772000+00:00,Finish Receiver Processing,trace_18
NONE,complete,2014-01-17 11:01:24.772000+00:00,Start Transfer Transaction,trace_18
NONE,complete,2014-01-17 12:01:24.772000+00:00,Start External Transfer,trace_18
NONE,complete,2014-01-17 13:01:24.772000+00:00,Check Destiny Disponibility,trace_18
NONE,complete,2014-01-17 14:01:24.772000+00:00,External Transfer,trace_18
NONE,complete,2014-01-17 15:01:24.772000+00:00,Check External Transfer,trace_18
NONE,complete,2014-01-17 16:01:24.772000+00:00,Register External Transfer,trace_18
NONE,complete,2014-01-17 17:01:24.772000+00:00,Finish External Transfer,trace_18
NONE,complete,2014-01-17 18:01:24.772000+00:00,Finish Transfer Transaction,trace_18
NONE,complete,2014-01-17 19:01:24.772000+00:00,Start Closing,trace_18
NONE,complete,2014-01-17 20:01:24.772000+00:00,Notify Authority Transfer Closing,trace_18
NONE,complete,2014-01-17 21:01:24.772000+00:00,Start Receipt Processing,trace_18
NONE,complete,2014-01-17 22:01:24.772000+00:00,Paper Receipt,trace_18
NONE,complete,2014-01-17 23:01:24.772000+00:00,Register Transfer Closing,trace_18
NONE,complete,2014-01-18 00:01:24.772000+00:00,Generate Paper Receipt,trace_18
NONE,complete,2014-01-18 01:01:24.772000+00:00,Finish Receipt Processing,trace_18
NONE,complete,2014-01-18 02:01:24.772000+00:00,Finish Closing,trace_18
NONE,complete,2014-01-18 03:01:24.772000+00:00,Finish Transaction,trace_18
NONE,complete,2014-01-18 04:01:24.772000+00:00,Start Transaction,trace_19
NONE,complete,2014-01-18 05:01:24.772000+00:00,Start Transaction Request Registration,trace_19
NONE,complete,2014-01-18 06:01:24.772000+00:00,Register Request Sender,trace_19
NONE,complete,2014-01-18 07:01:24.772000+00:00,Register Request Details,trace_19
NONE,complete,2014-01-18 08:01:24.772000+00:00,Register Request Receiver,trace_19
NONE,complete,2014-01-18 09:01:24.772000+00:00,Finish Transaction Request Registration,trace_19
NONE,complete,2014-01-18 10:01:24.772000+00:00,Start Sender Authentification,trace_19
NONE,complete,2014-01-18 11:01:24.772000+00:00,Check Sender Personal ID,trace_19
